Date,Symbol,Close
2000-01-03,ASIANPAINT,381.65
2000-01-04,ASIANPAINT,385.55
2000-01-05,ASIANPAINT,383.0
2000-01-06,ASIANPAINT,377.5
2000-01-07,ASIANPAINT,385.7
2000-01-10,ASIANPAINT,415.0
2000-01-11,ASIANPAINT,415.2
2000-01-12,ASIANPAINT,417.65
2000-01-13,ASIANPAINT,418.7
2000-01-14,ASIANPAINT,410.0
2000-01-17,ASIANPAINT,411.35
2000-01-18,ASIANPAINT,414.05
2000-01-19,ASIANPAINT,419.35
2000-01-20,ASIANPAINT,420.55
2000-01-21,ASIANPAINT,425.85
2000-01-24,ASIANPAINT,458.4
2000-01-25,ASIANPAINT,494.7
2000-01-27,ASIANPAINT,472.95
2000-01-28,ASIANPAINT,480.65
2000-01-31,ASIANPAINT,460.5
2000-02-01,ASIANPAINT,460.3
2000-02-02,ASIANPAINT,460.1
2000-02-03,ASIANPAINT,456.1
2000-02-04,ASIANPAINT,456.7
2000-02-07,ASIANPAINT,453.65
2000-02-08,ASIANPAINT,459.85
2000-02-09,ASIANPAINT,457.15
2000-02-10,ASIANPAINT,440.9
2000-02-11,ASIANPAINT,443.35
2000-02-14,ASIANPAINT,431.75
2000-02-15,ASIANPAINT,416.65
2000-02-16,ASIANPAINT,399.1
2000-02-17,ASIANPAINT,392.6
2000-02-18,ASIANPAINT,402.45
2000-02-21,ASIANPAINT,402.75
2000-02-22,ASIANPAINT,400.45
2000-02-23,ASIANPAINT,406.85
2000-02-24,ASIANPAINT,400.5
2000-02-25,ASIANPAINT,392.95
2000-02-28,ASIANPAINT,400.45
2000-02-29,ASIANPAINT,376.4
2000-03-01,ASIANPAINT,399.7
2000-03-02,ASIANPAINT,390.0
2000-03-03,ASIANPAINT,404.8
2000-03-06,ASIANPAINT,398.05
2000-03-07,ASIANPAINT,376.55
2000-03-08,ASIANPAINT,399.95
2000-03-09,ASIANPAINT,423.5
2000-03-10,ASIANPAINT,402.2
2000-03-13,ASIANPAINT,399.95
2000-03-14,ASIANPAINT,400.15
2000-03-15,ASIANPAINT,407.45
2000-03-16,ASIANPAINT,410.0
2000-03-21,ASIANPAINT,418.05
2000-03-22,ASIANPAINT,422.5
2000-03-23,ASIANPAINT,416.15
2000-03-24,ASIANPAINT,415.35
2000-03-27,ASIANPAINT,415.6
2000-03-28,ASIANPAINT,417.0
2000-03-29,ASIANPAINT,415.0
2000-03-30,ASIANPAINT,437.75
2000-03-31,ASIANPAINT,423.2
2000-04-03,ASIANPAINT,413.6
2000-04-04,ASIANPAINT,413.1
2000-04-05,ASIANPAINT,411.2
2000-04-06,ASIANPAINT,409.55
2000-04-07,ASIANPAINT,415.4
2000-04-10,ASIANPAINT,413.9
2000-04-11,ASIANPAINT,434.8
2000-04-12,ASIANPAINT,424.95
2000-04-13,ASIANPAINT,419.15
2000-04-17,ASIANPAINT,419.8
2000-04-18,ASIANPAINT,418.95
2000-04-19,ASIANPAINT,415.0
2000-04-20,ASIANPAINT,415.0
2000-04-24,ASIANPAINT,415.3
2000-04-25,ASIANPAINT,408.5
2000-04-26,ASIANPAINT,413.3
2000-04-27,ASIANPAINT,412.3
2000-04-28,ASIANPAINT,407.0
2000-05-02,ASIANPAINT,407.2
2000-05-03,ASIANPAINT,388.85
2000-05-04,ASIANPAINT,391.4
2000-05-05,ASIANPAINT,394.95
2000-05-08,ASIANPAINT,393.1
2000-05-09,ASIANPAINT,395.15
2000-05-10,ASIANPAINT,391.6
2000-05-11,ASIANPAINT,388.25
2000-05-12,ASIANPAINT,378.1
2000-05-15,ASIANPAINT,373.1
2000-05-16,ASIANPAINT,377.3
2000-05-17,ASIANPAINT,373.85
2000-05-18,ASIANPAINT,371.0
2000-05-19,ASIANPAINT,366.5
2000-05-22,ASIANPAINT,358.45
2000-05-23,ASIANPAINT,397.0
2000-05-24,ASIANPAINT,428.25
2000-05-25,ASIANPAINT,421.95
2000-05-26,ASIANPAINT,424.1
2000-05-29,ASIANPAINT,428.3
2000-05-30,ASIANPAINT,420.6
2000-05-31,ASIANPAINT,426.15
2000-06-01,ASIANPAINT,426.25
2000-06-02,ASIANPAINT,422.35
2000-06-05,ASIANPAINT,418.55
2000-06-06,ASIANPAINT,419.9
2000-06-07,ASIANPAINT,416.6
2000-06-08,ASIANPAINT,415.35
2000-06-09,ASIANPAINT,413.2
2000-06-12,ASIANPAINT,405.85
2000-06-13,ASIANPAINT,408.0
2000-06-14,ASIANPAINT,408.55
2000-06-15,ASIANPAINT,409.65
2000-06-16,ASIANPAINT,408.35
2000-06-19,ASIANPAINT,405.85
2000-06-20,ASIANPAINT,405.55
2000-06-21,ASIANPAINT,405.1
2000-06-22,ASIANPAINT,405.5
2000-06-23,ASIANPAINT,405.5
2000-06-26,ASIANPAINT,403.0
2000-06-27,ASIANPAINT,400.05
2000-06-28,ASIANPAINT,403.8
2000-06-29,ASIANPAINT,404.6
2000-06-30,ASIANPAINT,404.3
2000-07-03,ASIANPAINT,403.45
2000-07-04,ASIANPAINT,400.5
2000-07-05,ASIANPAINT,399.5
2000-07-06,ASIANPAINT,400.3
2000-07-07,ASIANPAINT,400.3
2000-07-10,ASIANPAINT,400.7
2000-07-11,ASIANPAINT,401.65
2000-07-12,ASIANPAINT,409.65
2000-07-13,ASIANPAINT,430.45
2000-07-14,ASIANPAINT,445.7
2000-07-17,ASIANPAINT,438.25
2000-07-18,ASIANPAINT,435.25
2000-07-19,ASIANPAINT,429.15
2000-07-20,ASIANPAINT,433.7
2000-07-21,ASIANPAINT,435.7
2000-07-24,ASIANPAINT,431.85
2000-07-25,ASIANPAINT,435.25
2000-07-26,ASIANPAINT,444.5
2000-07-27,ASIANPAINT,440.1
2000-07-28,ASIANPAINT,436.9
2000-07-31,ASIANPAINT,448.85
2000-08-01,ASIANPAINT,464.0
2000-08-02,ASIANPAINT,272.1
2000-08-03,ASIANPAINT,263.4
2000-08-04,ASIANPAINT,272.1
2000-08-07,ASIANPAINT,270.1
2000-08-08,ASIANPAINT,271.8
2000-08-09,ASIANPAINT,270.7
