Date,Symbol,Close
2000-01-03,ITC,708.5
2000-01-04,ITC,712.35
2000-01-05,ITC,726.2
2000-01-06,ITC,784.3
2000-01-07,ITC,847.05
2000-01-10,ITC,914.85
2000-01-11,ITC,883.7
2000-01-12,ITC,888.35
2000-01-13,ITC,879.75
2000-01-14,ITC,887.55
2000-01-17,ITC,817.35
2000-01-18,ITC,821.35
2000-01-19,ITC,826.1
2000-01-20,ITC,786.1
2000-01-21,ITC,831.55
2000-01-24,ITC,792.45
2000-01-25,ITC,729.55
2000-01-27,ITC,778.85
2000-01-28,ITC,719.2
2000-01-31,ITC,692.2
2000-02-01,ITC,701.55
2000-02-02,ITC,714.05
2000-02-03,ITC,709.1
2000-02-04,ITC,695.5
2000-02-07,ITC,747.3
2000-02-08,ITC,763.25
2000-02-09,ITC,824.35
2000-02-10,ITC,890.3
2000-02-11,ITC,961.55
2000-02-14,ITC,932.55
2000-02-15,ITC,1006.5
2000-02-16,ITC,997.2
2000-02-17,ITC,1030.1
2000-02-18,ITC,956.8
2000-02-21,ITC,979.9
2000-02-22,ITC,941.3
2000-02-23,ITC,866.05
2000-02-24,ITC,842.7
2000-02-25,ITC,810.15
2000-02-28,ITC,803.5
2000-02-29,ITC,746.85
2000-03-01,ITC,753.75
2000-03-02,ITC,724.6
2000-03-03,ITC,675.35
2000-03-06,ITC,729.4
2000-03-07,ITC,780.6
2000-03-08,ITC,807.55
2000-03-09,ITC,828.7
2000-03-10,ITC,837.4
2000-03-13,ITC,829.05
2000-03-14,ITC,859.0
2000-03-15,ITC,851.7
2000-03-16,ITC,785.65
2000-03-21,ITC,725.15
2000-03-22,ITC,740.45
2000-03-23,ITC,704.75
2000-03-24,ITC,721.4
2000-03-27,ITC,720.5
2000-03-28,ITC,701.95
2000-03-29,ITC,723.15
2000-03-30,ITC,720.15
2000-03-31,ITC,741.45
2000-04-03,ITC,797.0
2000-04-04,ITC,733.25
2000-04-05,ITC,698.75
2000-04-06,ITC,682.8
2000-04-07,ITC,730.95
2000-04-10,ITC,736.0
2000-04-11,ITC,717.0
2000-04-12,ITC,721.85
2000-04-13,ITC,685.65
2000-04-17,ITC,630.8
2000-04-18,ITC,580.7
2000-04-19,ITC,582.2
2000-04-20,ITC,575.7
2000-04-24,ITC,530.95
2000-04-25,ITC,513.6
2000-04-26,ITC,554.7
2000-04-27,ITC,574.95
2000-04-28,ITC,569.2
2000-05-02,ITC,527.95
2000-05-03,ITC,525.7
2000-05-04,ITC,549.15
2000-05-05,ITC,564.4
2000-05-08,ITC,520.35
2000-05-09,ITC,529.1
2000-05-10,ITC,533.0
2000-05-11,ITC,533.25
2000-05-12,ITC,559.45
2000-05-15,ITC,580.45
2000-05-16,ITC,625.8
2000-05-17,ITC,618.55
2000-05-18,ITC,604.7
2000-05-19,ITC,619.05
2000-05-22,ITC,628.45
2000-05-23,ITC,643.1
2000-05-24,ITC,624.95
2000-05-25,ITC,654.55
2000-05-26,ITC,671.8
2000-05-29,ITC,670.5
2000-05-30,ITC,739.15
2000-05-31,ITC,725.6
2000-06-01,ITC,695.65
2000-06-02,ITC,696.5
2000-06-05,ITC,665.1
2000-06-06,ITC,667.95
2000-06-07,ITC,688.25
2000-06-08,ITC,707.6
2000-06-09,ITC,699.5
2000-06-12,ITC,688.25
2000-06-13,ITC,689.85
2000-06-14,ITC,697.8
2000-06-15,ITC,716.9
2000-06-16,ITC,723.7
2000-06-19,ITC,737.25
2000-06-20,ITC,751.4
2000-06-21,ITC,724.95
2000-06-22,ITC,736.0
2000-06-23,ITC,739.4
2000-06-26,ITC,724.95
2000-06-27,ITC,720.75
2000-06-28,ITC,754.4
2000-06-29,ITC,798.85
2000-06-30,ITC,791.8
2000-07-03,ITC,817.15
2000-07-04,ITC,809.65
2000-07-05,ITC,798.4
2000-07-06,ITC,809.4
2000-07-07,ITC,832.95
2000-07-10,ITC,837.95
2000-07-11,ITC,863.25
2000-07-12,ITC,845.5
2000-07-13,ITC,833.3
2000-07-14,ITC,824.85
2000-07-17,ITC,781.7
2000-07-18,ITC,805.95
2000-07-19,ITC,784.7
2000-07-20,ITC,769.45
2000-07-21,ITC,753.75
2000-07-24,ITC,739.15
2000-07-25,ITC,755.7
2000-07-26,ITC,732.15
2000-07-27,ITC,736.65
2000-07-28,ITC,748.05
2000-07-31,ITC,741.95
2000-08-01,ITC,751.7
2000-08-02,ITC,759.25
2000-08-03,ITC,749.55
2000-08-04,ITC,761.05
2000-08-07,ITC,775.15
2000-08-08,ITC,778.2
2000-08-09,ITC,768.4
2000-08-10,ITC,767.35
2000-08-11,ITC,761.25
2000-08-14,ITC,801.85
2000-08-16,ITC,818.8
2000-08-17,ITC,799.85
2000-08-18,ITC,793.55
2000-08-21,ITC,780.9
2000-08-22,ITC,766.25
2000-08-23,ITC,776.65
2000-08-24,ITC,769.5
2000-08-25,ITC,760.3
2000-08-28,ITC,763.95
2000-08-29,ITC,767.0
2000-08-30,ITC,759.25
2000-08-31,ITC,775.95
2000-09-04,ITC,771.45
2000-09-05,ITC,772.35
2000-09-06,ITC,764.5
2000-09-07,ITC,764.0
2000-09-08,ITC,762.7
2000-09-11,ITC,761.1
2000-09-12,ITC,830.15
2000-09-13,ITC,840.3
2000-09-14,ITC,823.55
2000-09-15,ITC,805.2
2000-09-18,ITC,779.4
2000-09-19,ITC,753.95
2000-09-20,ITC,769.3
2000-09-21,ITC,772.3
2000-09-22,ITC,724.5
2000-09-25,ITC,730.9
2000-09-26,ITC,731.0
2000-09-27,ITC,733.3
2000-09-28,ITC,709.7
2000-09-29,ITC,713.2
2000-10-03,ITC,713.35
2000-10-04,ITC,723.95
2000-10-05,ITC,723.7
2000-10-06,ITC,739.75
2000-10-09,ITC,727.0
2000-10-10,ITC,720.1
2000-10-11,ITC,720.55
2000-10-12,ITC,745.8
2000-10-13,ITC,764.7
2000-10-16,ITC,790.1
